sequence_name,frame_number,label,HeightWidthRatio,MajorMinorRatio,BoundingBoxOccupancy,MaxStdXZ,HHmaxRatio,H,D,P40,image_sample
fall-13,036,-1,3.0921,2.9729,0.63695,130.7383,0.94381,1736.6173,877.611,0.16605,./data/fall_imgs/fall-13-cam0-d-036.png
fall-13,037,-1,3.0,2.977,0.59752,124.6966,0.91715,1687.5565,931.0159,0.11855,./data/fall_imgs/fall-13-cam0-d-037.png
fall-13,038,-1,3.0128,3.0676,0.59755,124.3806,0.91947,1691.8272,920.699,0.1343,./data/fall_imgs/fall-13-cam0-d-038.png
fall-13,039,-1,3.0128,3.069,0.59755,123.4142,0.90778,1670.312,912.6553,0.13622,./data/fall_imgs/fall-13-cam0-d-039.png
fall-13,040,-1,3.0875,3.0235,0.55299,125.2446,0.94953,1747.1263,940.0179,0.12007,./data/fall_imgs/fall-13-cam0-d-040.png
fall-13,041,-1,3.0488,2.9115,0.52322,127.0131,0.94145,1732.2704,953.2966,0.10293,./data/fall_imgs/fall-13-cam0-d-041.png
fall-13,042,-1,3.0988,2.9183,0.53873,128.6913,0.94145,1732.2704,958.1396,0.10244,./data/fall_imgs/fall-13-cam0-d-042.png
fall-13,043,-1,2.9286,2.8395,0.58154,159.9293,0.92195,1696.384,861.0405,0.18907,./data/fall_imgs/fall-13-cam0-d-043.png
fall-13,044,0,2.8929,2.8207,0.57349,141.2018,0.90707,1669.0009,893.6377,0.16017,./data/fall_imgs/fall-13-cam0-d-044.png
fall-13,045,0,2.7727,2.7824,0.52552,140.5065,0.90698,1668.8443,921.3893,0.1301,./data/fall_imgs/fall-13-cam0-d-045.png
fall-13,046,0,2.814,2.8308,0.56823,140.1995,0.89254,1642.2756,887.5316,0.16058,./data/fall_imgs/fall-13-cam0-d-046.png
fall-13,047,0,2.7356,2.7988,0.55665,132.3362,0.87856,1616.5555,891.9112,0.14177,./data/fall_imgs/fall-13-cam0-d-047.png
fall-13,048,0,2.6897,2.7238,0.54396,133.2918,0.85827,1579.2149,912.1996,0.10827,./data/fall_imgs/fall-13-cam0-d-048.png
fall-13,049,0,2.6667,2.6685,0.56921,148.1547,0.84248,1550.162,856.7733,0.14866,./data/fall_imgs/fall-13-cam0-d-049.png
fall-13,050,0,2.5862,2.6458,0.55704,161.1457,0.82007,1508.9231,876.374,0.11464,./data/fall_imgs/fall-13-cam0-d-050.png
fall-13,051,0,2.4333,2.6075,0.54658,180.9095,0.79469,1462.236,841.2215,0.13181,./data/fall_imgs/fall-13-cam0-d-051.png
fall-13,052,0,2.3333,2.5212,0.59561,201.084,0.76979,1416.4199,762.8515,0.19081,./data/fall_imgs/fall-13-cam0-d-052.png
fall-13,053,0,2.1263,2.3259,0.54231,214.2151,0.7405,1362.5149,776.1371,0.15595,./data/fall_imgs/fall-13-cam0-d-053.png
fall-13,054,0,1.9694,2.106,0.54378,239.4984,0.70915,1304.8271,736.1673,0.16354,./data/fall_imgs/fall-13-cam0-d-054.png
fall-13,055,0,1.5922,1.5773,0.5206,226.818,0.67904,1249.4276,799.3032,0.042074,./data/fall_imgs/fall-13-cam0-d-055.png
fall-13,056,0,1.5596,1.4581,0.48268,243.2955,0.64623,1189.0557,756.2262,0.076699,./data/fall_imgs/fall-13-cam0-d-056.png
fall-13,057,0,1.5126,1.4372,0.41746,260.1159,0.61664,1134.6234,715.7759,0.12257,./data/fall_imgs/fall-13-cam0-d-057.png
fall-13,058,0,1.4015,1.4219,0.38219,282.7652,0.58081,1068.6865,641.1717,0.22469,./data/fall_imgs/fall-13-cam0-d-058.png
fall-13,059,0,1.3429,1.3712,0.35786,249.5165,0.54645,1005.4603,637.0761,0.20045,./data/fall_imgs/fall-13-cam0-d-059.png
fall-13,060,0,1.2568,1.5921,0.31539,194.47,0.51676,950.8405,630.4864,0.19396,./data/fall_imgs/fall-13-cam0-d-060.png
fall-13,061,0,1.2468,1.6711,0.30209,215.3132,0.50271,924.9809,600.3242,0.21876,./data/fall_imgs/fall-13-cam0-d-061.png
fall-13,062,0,1.16,1.099,0.42714,207.9528,0.49445,909.7884,670.8119,0.064583,./data/fall_imgs/fall-13-cam0-d-062.png
fall-13,063,0,1.0889,2.0117,0.29461,219.2598,0.47739,878.4062,583.2714,0.18944,./data/fall_imgs/fall-13-cam0-d-063.png
fall-13,064,0,1.1377,1.7702,0.3595,262.6466,0.4625,851.006,553.5415,0.20601,./data/fall_imgs/fall-13-cam0-d-064.png
fall-13,065,0,1.1438,1.5503,0.43029,248.242,0.43379,798.1818,534.3788,0.20502,./data/fall_imgs/fall-13-cam0-d-065.png
fall-13,066,0,0.82353,1.532,0.51686,222.5828,0.41302,759.9653,562.4882,0.055098,./data/fall_imgs/fall-13-cam0-d-066.png
fall-13,067,0,1.0476,1.097,0.41636,218.7863,0.38597,710.1802,491.997,0.196,./data/fall_imgs/fall-13-cam0-d-067.png
fall-13,068,0,0.94915,1.2592,0.49119,221.0426,0.37,680.8006,438.484,0.32192,./data/fall_imgs/fall-13-cam0-d-068.png
fall-13,069,0,0.81481,1.4353,0.50594,211.8249,0.33688,619.8665,419.8441,0.37777,./data/fall_imgs/fall-13-cam0-d-069.png
fall-13,070,0,0.71795,1.5966,0.56,202.1165,0.31757,584.3217,385.2119,0.49993,./data/fall_imgs/fall-13-cam0-d-070.png
fall-13,071,0,0.62136,1.7634,0.61097,197.5151,0.28031,515.7756,348.273,0.65313,./data/fall_imgs/fall-13-cam0-d-071.png
fall-13,072,0,0.56585,1.9817,0.64613,192.0064,0.26283,483.6071,326.372,0.81451,./data/fall_imgs/fall-13-cam0-d-072.png
fall-13,073,0,0.48372,2.3819,0.65599,199.4144,0.24794,456.2124,304.8149,0.93714,./data/fall_imgs/fall-13-cam0-d-073.png
fall-13,074,1,0.34234,3.1616,0.7062,198.2112,0.23819,438.2706,286.1039,0.97583,./data/fall_imgs/fall-13-cam0-d-074.png
fall-13,075,1,0.36726,3.3192,0.60508,204.4849,0.2217,407.9277,275.7388,0.99824,./data/fall_imgs/fall-13-cam0-d-075.png
fall-13,076,1,0.36765,3.2421,0.56118,174.8722,0.20326,374.0024,277.736,1.0,./data/fall_imgs/fall-13-cam0-d-076.png
fall-13,077,1,0.37963,2.8733,0.5293,196.2987,0.20511,377.4067,261.58,1.0,./data/fall_imgs/fall-13-cam0-d-077.png
fall-13,078,1,0.39423,2.6328,0.50944,190.278,0.19933,366.7633,258.4975,1.0,./data/fall_imgs/fall-13-cam0-d-078.png
fall-13,079,1,0.5,2.359,0.56917,184.8829,0.19031,350.1645,254.0411,1.0,./data/fall_imgs/fall-13-cam0-d-079.png
fall-13,080,1,0.44571,2.6531,0.53443,185.7748,0.19331,355.6829,247.4163,1.0,./data/fall_imgs/fall-13-cam0-d-080.png
fall-13,081,1,0.472,2.3546,0.62888,197.3495,0.19543,359.5933,232.6092,1.0,./data/fall_imgs/fall-13-cam0-d-081.png
fall-13,082,1,0.41111,3.3988,0.46359,191.6588,0.18657,343.2912,231.6674,1.0,./data/fall_imgs/fall-13-cam0-d-082.png
fall-13,083,1,0.35754,3.7606,0.53317,194.0507,0.17171,315.9503,227.7352,1.0,./data/fall_imgs/fall-13-cam0-d-083.png
fall-13,084,1,0.36517,3.6579,0.52126,191.9767,0.17572,323.3326,225.4744,1.0,./data/fall_imgs/fall-13-cam0-d-084.png
fall-13,085,1,0.35556,3.6682,0.51128,196.04,0.17609,324.0128,224.8912,1.0,./data/fall_imgs/fall-13-cam0-d-085.png
fall-14,001,-1,1.8537,1.7951,0.35986,138.8118,0.7328,1348.3539,773.7496,0.056964,./data/fall_imgs/fall-14-cam0-d-001.png
fall-14,002,-1,1.5305,1.6297,0.40657,143.4499,0.72864,1340.7012,789.8227,0.025275,./data/fall_imgs/fall-14-cam0-d-002.png
fall-14,003,-1,1.7681,1.8156,0.44503,129.0257,0.7186,1322.2158,826.8438,0.0071405,./data/fall_imgs/fall-14-cam0-d-003.png
fall-14,004,-1,1.6087,1.6462,0.40706,139.3182,0.71863,1322.2819,786.4128,0.033168,./data/fall_imgs/fall-14-cam0-d-004.png
fall-14,005,-1,1.7737,1.7773,0.44526,131.6365,0.71271,1311.3816,821.5971,0.0070161,./data/fall_imgs/fall-14-cam0-d-005.png
fall-14,006,-1,1.8098,1.6563,0.35396,140.4144,0.70656,1300.0734,776.3677,0.048296,./data/fall_imgs/fall-14-cam0-d-006.png
fall-14,007,-1,1.7866,1.6162,0.35524,142.6959,0.70345,1294.3562,775.3453,0.044991,./data/fall_imgs/fall-14-cam0-d-007.png
fall-14,008,-1,1.741,1.5957,0.36022,143.509,0.69474,1278.325,773.4427,0.04531,./data/fall_imgs/fall-14-cam0-d-008.png
fall-14,009,-1,1.7778,1.592,0.37146,142.7381,0.69263,1274.4467,774.701,0.045237,./data/fall_imgs/fall-14-cam0-d-009.png
fall-14,010,-1,1.7826,1.5746,0.38007,141.677,0.69829,1284.855,773.1048,0.041624,./data/fall_imgs/fall-14-cam0-d-010.png
fall-14,011,-1,1.7799,1.5151,0.39023,146.1393,0.68377,1258.1347,771.066,0.038897,./data/fall_imgs/fall-14-cam0-d-011.png
fall-14,012,-1,1.4938,1.4515,0.44082,148.6177,0.67517,1242.3068,773.0782,0.030494,./data/fall_imgs/fall-14-cam0-d-012.png
fall-14,013,-1,1.4345,1.4448,0.44334,150.7539,0.67773,1247.0266,771.2026,0.031866,./data/fall_imgs/fall-14-cam0-d-013.png
fall-14,014,-1,1.3743,1.418,0.44858,152.5706,0.6654,1224.3315,765.9745,0.032509,./data/fall_imgs/fall-14-cam0-d-014.png
fall-14,015,-1,1.322,1.4171,0.43882,157.4969,0.66256,1219.1081,762.0625,0.036204,./data/fall_imgs/fall-14-cam0-d-015.png
fall-14,016,0,1.2747,1.4272,0.43378,161.4071,0.66364,1221.089,761.4401,0.03658,./data/fall_imgs/fall-14-cam0-d-016.png
fall-14,017,0,1.25,1.4609,0.39776,167.9119,0.6579,1210.5435,766.3537,0.024299,./data/fall_imgs/fall-14-cam0-d-017.png
fall-14,018,0,1.0842,1.4493,0.3952,171.2418,0.63684,1171.7923,761.4335,0.02551,./data/fall_imgs/fall-14-cam0-d-018.png
fall-14,019,0,1.09,1.4503,0.40594,174.0818,0.62975,1158.7401,757.7812,0.02599,./data/fall_imgs/fall-14-cam0-d-019.png
fall-14,020,0,1.0437,1.4141,0.4014,177.8899,0.62776,1155.0725,749.9936,0.037068,./data/fall_imgs/fall-14-cam0-d-020.png
fall-14,021,0,1.0647,1.4003,0.41938,178.7319,0.61832,1137.703,746.8957,0.042519,./data/fall_imgs/fall-14-cam0-d-021.png
fall-14,022,0,1.0493,1.3899,0.41907,181.4156,0.62446,1149.002,742.604,0.046909,./data/fall_imgs/fall-14-cam0-d-022.png
fall-14,023,0,0.9633,1.4003,0.40703,189.623,0.61037,1123.076,737.446,0.052324,./data/fall_imgs/fall-14-cam0-d-023.png
fall-14,024,0,0.97248,1.3772,0.41023,190.8117,0.61155,1125.2523,732.0403,0.060446,./data/fall_imgs/fall-14-cam0-d-024.png
fall-14,025,0,0.98592,1.3519,0.42533,189.7614,0.59926,1102.6328,723.9489,0.070171,./data/fall_imgs/fall-14-cam0-d-025.png
fall-14,026,0,0.96226,1.3262,0.44999,191.7788,0.5832,1073.0868,715.7651,0.079646,./data/fall_imgs/fall-14-cam0-d-026.png
fall-14,027,0,0.94907,1.3269,0.45291,195.0826,0.58324,1073.1549,707.1641,0.088756,./data/fall_imgs/fall-14-cam0-d-027.png
fall-14,028,0,0.93925,1.3053,0.47087,195.0954,0.57534,1058.6257,698.3674,0.095932,./data/fall_imgs/fall-14-cam0-d-028.png
fall-14,029,0,0.89954,1.2992,0.48413,197.2789,0.5686,1046.223,686.9491,0.11088,./data/fall_imgs/fall-14-cam0-d-029.png
fall-14,030,0,0.89041,1.2802,0.49769,201.1692,0.55874,1028.083,670.426,0.1331,./data/fall_imgs/fall-14-cam0-d-030.png
fall-14,031,0,0.89302,1.2722,0.52066,201.7765,0.54731,1007.0481,651.3632,0.15582,./data/fall_imgs/fall-14-cam0-d-031.png
fall-14,032,0,0.85388,1.3194,0.52707,206.0465,0.53271,980.184,637.0268,0.17091,./data/fall_imgs/fall-14-cam0-d-032.png
fall-14,033,0,0.85253,1.3741,0.53212,211.1106,0.52641,968.5869,621.6704,0.18725,./data/fall_imgs/fall-14-cam0-d-033.png
fall-14,034,0,0.92237,1.4041,0.47642,214.223,0.50396,927.2912,599.5435,0.20896,./data/fall_imgs/fall-14-cam0-d-034.png
fall-14,035,0,0.89908,1.5601,0.48156,216.1197,0.49019,901.9562,582.94,0.22074,./data/fall_imgs/fall-14-cam0-d-035.png
fall-14,036,0,0.84234,1.6446,0.49044,223.4136,0.46861,862.2499,557.7708,0.2445,./data/fall_imgs/fall-14-cam0-d-036.png
fall-14,037,0,0.78541,1.7753,0.48205,234.549,0.45316,833.8074,527.2765,0.27532,./data/fall_imgs/fall-14-cam0-d-037.png
fall-14,038,0,0.67331,1.8844,0.47033,240.0197,0.41899,770.9504,489.0498,0.31216,./data/fall_imgs/fall-14-cam0-d-038.png
fall-14,039,0,0.59328,2.0782,0.45816,253.6047,0.38988,717.3825,454.8073,0.35312,./data/fall_imgs/fall-14-cam0-d-039.png
fall-14,040,0,0.52482,2.356,0.45043,272.7921,0.36429,670.2846,418.9777,0.40651,./data/fall_imgs/fall-14-cam0-d-040.png
fall-14,041,0,0.4911,2.5573,0.4762,288.6658,0.33577,617.8206,378.4856,0.50634,./data/fall_imgs/fall-14-cam0-d-041.png
fall-14,042,0,0.44178,2.8774,0.48357,308.8728,0.30788,566.5013,339.8896,0.62701,./data/fall_imgs/fall-14-cam0-d-042.png
fall-14,043,0,0.40404,3.004,0.49784,315.4336,0.28145,517.87,298.1582,0.76661,./data/fall_imgs/fall-14-cam0-d-043.png
fall-14,044,0,0.37013,3.3493,0.49838,333.6299,0.2596,477.6618,262.7387,0.89908,./data/fall_imgs/fall-14-cam0-d-044.png
fall-14,045,0,0.33019,3.6175,0.50833,343.7948,0.23023,423.6217,234.8777,0.98009,./data/fall_imgs/fall-14-cam0-d-045.png
fall-14,046,1,0.29787,3.8774,0.48279,349.236,0.21011,386.6104,212.8206,1.0,./data/fall_imgs/fall-14-cam0-d-046.png
fall-14,047,1,0.2871,4.1335,0.50352,345.3583,0.19978,367.5927,199.4305,1.0,./data/fall_imgs/fall-14-cam0-d-047.png
fall-14,048,1,0.28205,4.1812,0.48598,351.7817,0.20869,383.996,192.0131,1.0,./data/fall_imgs/fall-14-cam0-d-048.png
fall-14,049,1,0.27795,4.1627,0.43048,357.4835,0.19535,359.4459,189.336,1.0,./data/fall_imgs/fall-14-cam0-d-049.png
fall-14,050,1,0.30065,3.9107,0.44111,345.4442,0.19807,364.4457,187.8713,1.0,./data/fall_imgs/fall-14-cam0-d-050.png
fall-14,051,1,0.30065,4.3713,0.42207,361.0128,0.19177,352.8491,181.8249,1.0,./data/fall_imgs/fall-14-cam0-d-051.png
fall-14,052,1,0.30263,4.1853,0.40235,352.2878,0.19018,349.9314,180.5819,1.0,./data/fall_imgs/fall-14-cam0-d-052.png
fall-14,053,1,0.29508,4.3761,0.40667,358.952,0.18757,345.1311,176.1583,1.0,./data/fall_imgs/fall-14-cam0-d-053.png
fall-14,054,1,0.30464,4.2343,0.40998,355.7258,0.19272,354.6004,177.5882,1.0,./data/fall_imgs/fall-14-cam0-d-054.png
fall-14,055,1,0.30693,4.1374,0.40083,357.5911,0.19035,350.2431,175.9432,1.0,./data/fall_imgs/fall-14-cam0-d-055.png
fall-14,056,1,0.299,4.0202,0.40982,353.1228,0.19242,354.0446,175.8334,1.0,./data/fall_imgs/fall-14-cam0-d-056.png
fall-14,057,1,0.2947,3.9785,0.419,345.6495,0.18953,348.7437,176.7105,1.0,./data/fall_imgs/fall-14-cam0-d-057.png
fall-14,058,1,0.29801,4.076,0.4121,348.7922,0.18679,343.7023,173.103,1.0,./data/fall_imgs/fall-14-cam0-d-058.png
fall-14,059,1,0.31,4.0947,0.38545,342.4316,0.1842,338.9305,173.7303,1.0,./data/fall_imgs/fall-14-cam0-d-059.png
fall-14,060,1,0.30693,4.0436,0.38018,343.8352,0.19272,354.6027,175.7565,1.0,./data/fall_imgs/fall-14-cam0-d-060.png
fall-14,061,1,0.30464,4.0454,0.3958,348.2988,0.18888,347.541,175.7362,1.0,./data/fall_imgs/fall-14-cam0-d-061.png
fall-15,001,-1,2.4659,3.1064,0.44638,134.0674,0.96173,1769.5794,990.877,0.1226,./data/fall_imgs/fall-15-cam0-d-001.png
fall-15,002,-1,2.5169,3.122,0.4372,134.8976,0.94753,1743.4554,988.1548,0.12678,./data/fall_imgs/fall-15-cam0-d-002.png
fall-15,003,-1,2.5,3.0517,0.42642,135.9028,0.96756,1780.3042,998.8052,0.11685,./data/fall_imgs/fall-15-cam0-d-003.png
fall-15,004,-1,2.4111,2.606,0.40097,139.3172,0.94314,1735.3732,1057.4329,0.061933,./data/fall_imgs/fall-15-cam0-d-004.png
fall-15,005,-1,1.8764,2.1072,0.44984,138.0589,0.95299,1753.5071,1159.8631,0.00074783,./data/fall_imgs/fall-15-cam0-d-005.png
fall-15,006,-1,2.4066,2.9453,0.44468,139.7287,0.95032,1748.5863,988.9645,0.12638,./data/fall_imgs/fall-15-cam0-d-006.png
fall-15,007,-1,2.4667,2.956,0.43904,139.4282,0.92689,1705.4784,983.6288,0.12585,./data/fall_imgs/fall-15-cam0-d-007.png
fall-15,008,-1,2.4835,3.0805,0.43329,134.3483,0.94415,1737.2317,984.4811,0.12569,./data/fall_imgs/fall-15-cam0-d-008.png
fall-15,009,-1,2.4835,2.9971,0.44491,137.5515,0.94674,1742.0097,981.8879,0.12634,./data/fall_imgs/fall-15-cam0-d-009.png
fall-15,010,-1,2.5333,2.7534,0.425,137.9717,0.96249,1770.9887,1030.3849,0.070519,./data/fall_imgs/fall-15-cam0-d-010.png
fall-15,011,-1,2.3871,2.8368,0.44556,138.0034,0.9568,1760.5167,990.8439,0.11273,./data/fall_imgs/fall-15-cam0-d-011.png
fall-15,012,-1,2.3778,2.6932,0.44309,136.1874,0.9285,1708.4375,1033.0815,0.060581,./data/fall_imgs/fall-15-cam0-d-012.png
fall-15,013,-1,2.573,2.9858,0.41916,126.4054,0.95122,1750.2487,1021.8885,0.071169,./data/fall_imgs/fall-15-cam0-d-013.png
fall-15,014,-1,2.5056,2.9338,0.47478,135.5752,0.94009,1729.761,990.7397,0.11143,./data/fall_imgs/fall-15-cam0-d-014.png
fall-15,015,-1,2.5682,2.9985,0.47682,133.6893,0.94916,1746.4482,973.0411,0.1179,./data/fall_imgs/fall-15-cam0-d-015.png
fall-15,016,-1,1.4302,1.5715,0.5657,136.0792,0.95978,1765.9877,1260.554,0.0,./data/fall_imgs/fall-15-cam0-d-016.png
fall-15,017,-1,2.6588,3.0725,0.49599,128.4726,0.93838,1726.6209,972.6622,0.11408,./data/fall_imgs/fall-15-cam0-d-017.png
fall-15,018,-1,2.0714,2.2537,0.56069,131.1167,0.92346,1699.1656,1096.0425,0.0,./data/fall_imgs/fall-15-cam0-d-018.png
fall-15,019,-1,2.75,3.3006,0.50124,125.09,0.94916,1746.4606,971.622,0.12215,./data/fall_imgs/fall-15-cam0-d-019.png
fall-15,020,-1,2.8293,3.2012,0.50867,124.2918,0.94525,1739.2629,974.7983,0.1114,./data/fall_imgs/fall-15-cam0-d-020.png
fall-15,021,-1,2.8537,3.2968,0.50818,122.8515,0.97,1784.7993,963.5391,0.12153,./data/fall_imgs/fall-15-cam0-d-021.png
fall-15,022,-1,2.2469,2.4422,0.56736,125.0777,0.94407,1737.0931,1089.9285,0.00035868,./data/fall_imgs/fall-15-cam0-d-022.png
fall-15,023,-1,2.875,3.299,0.53565,120.6923,0.92018,1693.123,964.8555,0.12236,./data/fall_imgs/fall-15-cam0-d-023.png
fall-15,024,-1,2.05,2.1782,0.6263,128.0673,0.94027,1730.1011,1108.3306,0.0,./data/fall_imgs/fall-15-cam0-d-024.png
fall-15,025,-1,2.9512,3.1137,0.48851,121.4939,0.93863,1727.0872,984.529,0.096864,./data/fall_imgs/fall-15-cam0-d-025.png
fall-15,026,-1,3.0244,3.1534,0.47895,123.2501,0.9362,1722.6152,998.7969,0.090246,./data/fall_imgs/fall-15-cam0-d-026.png
fall-15,027,-1,3.0,3.1673,0.47501,123.6227,0.96553,1776.5733,1004.5936,0.088826,./data/fall_imgs/fall-15-cam0-d-027.png
fall-15,028,0,3.0241,3.193,0.46858,124.0371,0.93396,1718.4802,1000.0599,0.093219,./data/fall_imgs/fall-15-cam0-d-028.png
fall-15,029,0,2.8353,3.0983,0.47669,125.8675,0.8884,1634.6622,983.39,0.099642,./data/fall_imgs/fall-15-cam0-d-029.png
fall-15,030,0,2.8953,3.1019,0.46358,127.4115,0.90913,1672.8054,982.115,0.09862,./data/fall_imgs/fall-15-cam0-d-030.png
fall-15,031,0,2.8276,2.9506,0.46982,128.9201,0.88382,1626.2207,982.3111,0.088613,./data/fall_imgs/fall-15-cam0-d-031.png
fall-15,032,0,2.7303,2.8652,0.46308,129.3408,0.86169,1585.5013,969.4923,0.089166,./data/fall_imgs/fall-15-cam0-d-032.png
fall-15,033,0,2.6556,2.8567,0.47583,145.1621,0.86153,1585.2195,958.815,0.089692,./data/fall_imgs/fall-15-cam0-d-033.png
fall-15,034,0,2.5889,2.7135,0.47172,151.5474,0.83744,1540.8939,940.7075,0.081177,./data/fall_imgs/fall-15-cam0-d-034.png
fall-15,035,0,2.4516,2.6318,0.46732,161.8602,0.81746,1504.1274,918.9877,0.085982,./data/fall_imgs/fall-15-cam0-d-035.png
fall-15,036,0,2.3474,2.5871,0.46174,180.2458,0.79472,1462.2864,890.8302,0.096299,./data/fall_imgs/fall-15-cam0-d-036.png
fall-15,037,0,2.3011,2.4271,0.47598,189.6077,0.75995,1398.3094,862.1054,0.095218,./data/fall_imgs/fall-15-cam0-d-037.png
fall-15,038,0,1.8866,2.0068,0.51603,205.1379,0.72911,1341.5684,846.0838,0.075983,./data/fall_imgs/fall-15-cam0-d-038.png
fall-15,039,0,1.9798,1.9876,0.46325,230.6733,0.69888,1285.9468,800.8574,0.088441,./data/fall_imgs/fall-15-cam0-d-039.png
fall-15,040,0,1.6569,1.6815,0.50679,237.2216,0.67014,1233.0521,786.5124,0.062958,./data/fall_imgs/fall-15-cam0-d-040.png
fall-15,041,0,1.5268,1.451,0.4411,241.232,0.63668,1171.4837,765.567,0.058594,./data/fall_imgs/fall-15-cam0-d-041.png
fall-15,042,0,1.5446,1.3927,0.42775,250.1738,0.60259,1108.7701,736.2375,0.075169,./data/fall_imgs/fall-15-cam0-d-042.png
fall-15,043,0,1.4046,1.3806,0.33791,200.2662,0.56811,1045.3173,691.6658,0.1488,./data/fall_imgs/fall-15-cam0-d-043.png
fall-15,044,0,1.3504,1.442,0.35774,215.5102,0.54247,998.1487,641.9385,0.18297,./data/fall_imgs/fall-15-cam0-d-044.png
fall-15,045,0,1.2617,1.3971,0.35199,250.1042,0.51433,946.3662,601.841,0.21501,./data/fall_imgs/fall-15-cam0-d-045.png
fall-15,046,0,1.0429,1.4261,0.36146,290.8423,0.50494,929.0987,590.0461,0.19738,./data/fall_imgs/fall-15-cam0-d-046.png
fall-15,047,0,1.0056,1.44,0.34914,308.252,0.48933,900.3675,553.9986,0.24745,./data/fall_imgs/fall-15-cam0-d-047.png
fall-15,048,0,1.0331,1.806,0.3283,278.3952,0.47122,867.0502,544.7148,0.23326,./data/fall_imgs/fall-15-cam0-d-048.png
fall-15,049,0,0.96482,2.0283,0.30358,275.1668,0.44651,821.5828,518.6566,0.24744,./data/fall_imgs/fall-15-cam0-d-049.png
fall-15,050,0,1.0977,1.3035,0.38894,316.717,0.42709,785.8446,467.9845,0.33181,./data/fall_imgs/fall-15-cam0-d-050.png
fall-15,051,0,1.3,1.1822,0.46272,272.0489,0.40322,741.9159,474.829,0.29686,./data/fall_imgs/fall-15-cam0-d-051.png
fall-15,052,0,1.1161,1.177,0.46806,240.3735,0.37959,698.4514,450.5647,0.31655,./data/fall_imgs/fall-15-cam0-d-052.png
fall-15,053,0,0.9209,1.3095,0.47614,226.0863,0.35879,660.1775,421.6403,0.37745,./data/fall_imgs/fall-15-cam0-d-053.png
fall-15,054,0,0.80208,1.4549,0.51092,214.2203,0.33039,607.9203,386.8671,0.47951,./data/fall_imgs/fall-15-cam0-d-054.png
fall-15,055,0,0.72308,1.5707,0.57381,203.7195,0.30765,566.0732,350.7402,0.59999,./data/fall_imgs/fall-15-cam0-d-055.png
fall-15,056,0,0.65,1.7428,0.61227,195.2468,0.28184,518.5893,321.4939,0.75846,./data/fall_imgs/fall-15-cam0-d-056.png
fall-15,057,0,0.55825,2.0473,0.63094,189.6163,0.2517,463.1242,297.0974,0.92025,./data/fall_imgs/fall-15-cam0-d-057.png
fall-15,058,1,0.48515,2.3291,0.62927,182.7731,0.21238,390.7858,282.0941,0.99992,./data/fall_imgs/fall-15-cam0-d-058.png
fall-15,059,1,0.36869,2.9239,0.66307,165.1622,0.19676,362.0376,264.1183,1.0,./data/fall_imgs/fall-15-cam0-d-059.png
fall-15,060,1,0.36364,3.151,0.55886,199.7653,0.18258,335.9547,244.4738,1.0,./data/fall_imgs/fall-15-cam0-d-060.png
fall-15,061,1,0.38249,2.8012,0.49892,188.9211,0.1976,363.582,236.7286,1.0,./data/fall_imgs/fall-15-cam0-d-061.png
fall-15,062,1,0.46591,2.4757,0.56465,172.4857,0.18024,331.6341,233.8938,1.0,./data/fall_imgs/fall-15-cam0-d-062.png
fall-15,063,1,0.43333,2.6051,0.56652,176.6877,0.18059,332.2911,231.3067,1.0,./data/fall_imgs/fall-15-cam0-d-063.png
fall-15,064,1,0.42857,2.7128,0.49676,181.669,0.18795,345.8217,227.4092,1.0,./data/fall_imgs/fall-15-cam0-d-064.png
fall-15,065,1,0.41622,2.6273,0.49989,176.985,0.19124,351.8871,229.8468,1.0,./data/fall_imgs/fall-15-cam0-d-065.png
fall-15,066,1,0.40217,2.8084,0.55383,183.4443,0.18815,346.2003,227.7491,1.0,./data/fall_imgs/fall-15-cam0-d-066.png
fall-15,067,1,0.84884,2.0639,0.34278,79.8441,0.17983,330.8874,197.3464,1.0,./data/fall_imgs/fall-15-cam0-d-067.png
fall-15,068,1,0.59322,2.0026,0.4155,106.6887,0.17605,323.9333,229.6193,1.0,./data/fall_imgs/fall-15-cam0-d-068.png
fall-15,069,1,0.37838,3.0616,0.5105,187.1118,0.18652,343.1978,220.4661,1.0,./data/fall_imgs/fall-15-cam0-d-069.png
fall-15,070,1,0.34759,3.4951,0.49576,188.028,0.18892,347.6106,214.4181,1.0,./data/fall_imgs/fall-15-cam0-d-070.png
fall-15,071,1,0.37838,3.0582,0.49753,190.6172,0.1868,343.7179,216.4333,1.0,./data/fall_imgs/fall-15-cam0-d-071.png
fall-16,001,-1,1.787,1.8306,0.33767,150.4771,0.72234,1329.1068,766.3403,0.057329,./data/fall_imgs/fall-16-cam0-d-001.png
fall-16,002,-1,1.7857,1.8384,0.34641,152.469,0.71136,1308.8955,754.8063,0.072856,./data/fall_imgs/fall-16-cam0-d-002.png
fall-16,003,-1,1.506,1.6366,0.38832,153.3732,0.72144,1327.4569,782.1758,0.034656,./data/fall_imgs/fall-16-cam0-d-003.png
fall-16,004,-1,1.8144,1.8132,0.34035,149.7408,0.71913,1323.2019,756.8933,0.073453,./data/fall_imgs/fall-16-cam0-d-004.png
fall-16,005,-1,2.0822,1.9409,0.35909,141.0494,0.724,1332.1683,782.1964,0.066319,./data/fall_imgs/fall-16-cam0-d-005.png
fall-16,006,-1,1.858,1.809,0.35476,148.0863,0.71086,1307.9757,756.7715,0.077403,./data/fall_imgs/fall-16-cam0-d-006.png
